CPM,CTR,CPC,Conversion_Rate
1.9960690107010266,0.52413190652981,0.38083333333333336,12.5
3.14380142992041,0.5935518683394038,0.5296590909090909,5.681818181818182
4.308125995832823,0.6679740164235813,0.6449541284403669,4.587155963302752
2.725859925404061,0.3729796933278077,0.7308333333333333,8.333333333333332
6.06629143214509,0.6879299562226392,0.8818181818181817,6.8181818181818175
2.7165988069311617,0.6438784206041094,0.4219117647058824,10.294117647058822
2.1042084168336674,0.4866876610363584,0.4323529411764706,5.88235294117647
1.8414667026152602,0.48530601240226473,0.3794444444444445,5.555555555555555
2.8628249902987974,0.6887854093907644,0.41563380281690143,8.450704225352112
3.742900197055755,0.6607163556276805,0.5664912280701754,5.263157894736842
2.707550392893748,0.5807994533652203,0.4661764705882353,7.352941176470589
3.190276503734766,0.6355654566898178,0.5019587628865979,6.185567010309279
2.8349814025219997,0.5624603102603647,0.5040322580645161,8.064516129032258
3.070014967570265,0.46565774155995343,0.6592857142857144,10.714285714285714
4.0123320854437345,0.5835719004624532,0.6875471698113207,7.547169811320755
2.1461516287114444,0.5188815220524646,0.41361111111111115,8.333333333333332
2.2010960742646235,0.5592215635834918,0.3936,6.0
3.4265343212638055,0.5731860757724032,0.5978048780487806,9.75609756097561
3.85933936585007,0.6106084013830648,0.6320481927710844,6.024096385542169
4.040961258005199,0.4755564009891573,0.8497333333333333,14.666666666666666
3.0756302521008405,0.39215686274509803,0.7842857142857144,7.142857142857142
3.1393678160919536,0.5507662835249042,0.57,4.3478260869565215
3.496109471424738,0.5835792862892407,0.5990804597701149,13.793103448275861
1.7423893747123413,0.3484778749424683,0.5,7.547169811320755
2.9649508535954476,0.43326435592343504,0.6843283582089552,11.940298507462686
2.72644098810613,0.6404391582799633,0.4257142857142857,10.204081632653061
3.476638304224511,0.44782803403493054,0.7763333333333333,10.0
2.789272030651341,0.38314176245210724,0.728,6.666666666666667
3.7664264518863924,0.6782534972445952,0.5553125,14.0625
2.5684181718664476,0.3147235905856595,0.8160869565217391,6.521739130434782
2.3940065846939462,0.4165826782234765,0.5746774193548387,4.838709677419355
3.4993254016926287,0.6745983073715197,0.5187272727272727,10.0
3.6342623167349095,0.6273940034341566,0.5792631578947368,6.315789473684211
5.142927248190406,0.6624953993375046,0.7762962962962964,9.25925925925926
1.6525567219776498,0.4063664070436844,0.4066666666666667,13.88888888888889
2.7122736418511066,0.4024144869215292,0.674,5.0
4.081101190476191,0.4761904761904762,0.85703125,12.5
3.104063176665393,0.573175391669851,0.5415555555555556,8.88888888888889
3.7529460695965615,0.45057535006238736,0.8329230769230769,6.153846153846154
2.855839416058394,0.6934306569343066,0.4118421052631579,7.894736842105263
2.799458426250398,0.35839439311882765,0.7811111111111111,6.666666666666667
2.6682692307692304,0.4807692307692308,0.5549999999999999,10.0
4.447483588621444,0.6974835886214442,0.6376470588235295,5.88235294117647
2.2946073108939555,0.38605380624924596,0.594375,6.25
1.5665008562342004,0.3098752344450787,0.5055263157894737,7.894736842105263
2.9938444320089532,0.43368774482372685,0.6903225806451613,3.225806451612903
4.533938814531549,0.5178457616316124,0.8755384615384615,13.846153846153847
3.146376922488331,0.566225418930293,0.5556756756756757,13.513513513513514
5.4164775306400355,0.6808896958692692,0.7955,8.333333333333332
2.587774015327036,0.33862056674389596,0.7642105263157895,10.526315789473683
5.196124031007752,0.6434108527131782,0.8075903614457831,13.253012048192772
1.3831788725524357,0.3971848651661905,0.34824561403508775,10.526315789473683
2.7545533391153514,0.4163052905464007,0.6616666666666667,4.166666666666666
2.866391995291348,0.580173211132599,0.4940579710144928,11.594202898550725
2.6356348269218817,0.31694736187931144,0.8315686274509804,11.76470588235294
3.374962830805828,0.5798394290811775,0.582051282051282,10.256410256410255
1.56600748262961,0.4810261892036344,0.3255555555555556,8.333333333333332
1.7592275559816477,0.47935355748818737,0.367,11.428571428571429
1.8159554730983303,0.5640074211502784,0.3219736842105263,9.210526315789473
2.728744249446243,0.6815471119441131,0.40037500000000004,10.0
2.0631348849170634,0.5271955767005272,0.39134146341463416,6.097560975609756
3.535749265426053,0.5431395245303179,0.6509836065573771,4.918032786885246
3.2540861812778608,0.6191183754333829,0.5256000000000001,12.0
2.482414109491284,0.672851462942196,0.36893939393939396,7.575757575757576
2.201624293785311,0.6355932203389831,0.3463888888888889,8.333333333333332
2.898895169578623,0.46891058581706063,0.6182191780821918,12.32876712328767
1.8001454243274124,0.5609224057338735,0.3209259259259259,12.962962962962962
2.6531134126070834,0.5689809487277842,0.46629213483146065,13.48314606741573
4.005272262954115,0.4777988302166571,0.8382758620689654,5.172413793103448
2.25069343547748,0.6339981508387267,0.355,12.5
1.3877168307548053,0.39849976558837313,0.34823529411764703,11.76470588235294
4.511050560096882,0.655969320819457,0.6876923076923077,9.230769230769232
2.6579987936465383,0.34180014744320086,0.7776470588235294,7.8431372549019605
1.9170056956875507,0.4231082180634662,0.45307692307692304,9.615384615384617
5.525961394583271,0.6284602723327847,0.8792857142857142,7.142857142857142
1.517550410754294,0.37341299477221807,0.4064,6.0
1.6852010265183917,0.5346449957228401,0.3152,8.0
2.3656196609278486,0.4468392692863714,0.5294117647058824,8.823529411764707
3.370752427184466,0.6978155339805826,0.4830434782608695,7.608695652173914
2.602640622173992,0.41598842466992225,0.6256521739130435,13.043478260869565
2.8396029258098223,0.3918495297805642,0.7246666666666666,6.666666666666667
5.874423298731257,0.6920415224913495,0.8488541666666666,11.458333333333332
1.5497502081598669,0.39550374687760204,0.39184210526315794,13.157894736842104
2.515434125837383,0.47287534480493887,0.5319444444444444,13.88888888888889
3.1394565461486637,0.6737031214911295,0.466,6.666666666666667
2.0047105716097473,0.471057160974726,0.4255769230769231,7.6923076923076925
1.962442150231399,0.4538981844072624,0.4323529411764706,9.803921568627452
2.784358498644213,0.3639217924932211,0.7650980392156863,11.76470588235294
3.034979423868313,0.51440329218107,0.59,6.666666666666667
1.9761775852734165,0.6574367700518214,0.30058823529411766,7.0588235294117645
2.288969445882962,0.5955463490419471,0.3843478260869565,4.3478260869565215
3.2494179278230497,0.6257275902211874,0.5193023255813953,6.976744186046512
4.219590958019376,0.47670306012609565,0.8851612903225807,6.451612903225806
2.34267537826685,0.498624484181568,0.4698275862068966,6.896551724137931
5.0498359061626354,0.6381427008630121,0.7913333333333333,12.380952380952381
3.4075532045762085,0.4182556279985238,0.8147058823529412,5.88235294117647
2.4466002135991456,0.4805980776076896,0.509074074074074,7.4074074074074066
1.4464014930596059,0.4082584859442436,0.3542857142857143,8.571428571428571
4.314968308142369,0.48756704046806437,0.885,5.0
4.117833637300769,0.49163428752676236,0.8375806451612903,8.064516129032258
2.474973185555953,0.32177332856632107,0.7691666666666667,5.555555555555555
2.55250728569993,0.4019696512913275,0.635,5.0
3.7746430999320193,0.552345343303875,0.6833846153846154,12.307692307692308
1.8847742197549253,0.3791212511001286,0.49714285714285716,14.285714285714285
1.3723598155891499,0.418140881312319,0.3282051282051282,7.6923076923076925
3.868951972861989,0.5356186395286556,0.7223333333333334,6.666666666666667
1.5708345282477774,0.437338686550043,0.35918032786885246,6.557377049180328
2.575447221084255,0.5871910419227092,0.4386046511627907,9.30232558139535
2.370871062364494,0.33159035837265655,0.715,11.538461538461538
1.9768215066020707,0.3704759190652608,0.5335897435897435,7.6923076923076925
4.426737494466578,0.6418769366976538,0.6896551724137931,6.896551724137931
5.462982493144906,0.6538704914574984,0.8354838709677419,9.67741935483871
2.154004901328518,0.38694698826260804,0.5566666666666666,13.333333333333334
2.8249383585769636,0.3874603733709053,0.729090909090909,4.545454545454546
1.8956985154168253,0.5963710189062302,0.3178723404255319,8.51063829787234
1.619348054679285,0.4206098843322818,0.385,8.333333333333332
2.5722425722425726,0.4137837471170805,0.6216393442622951,11.475409836065573
2.8791055206149547,0.3557588463248841,0.8092857142857143,14.285714285714285
2.92356261360375,0.38266526356070024,0.764,7.5
3.3366214549938347,0.44389642416769426,0.7516666666666666,11.11111111111111
